,title,year,rating,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short
52509,Tokyo Breakfast,2001,7.5,,0,0,1,0,0,0,1
52510,Tokyo Cowboy,1994,5.5,,0,0,1,0,0,0,0
52511,Tokyo Eyes,1998,6.8,,0,0,1,0,0,0,0
52512,Tokyo File 212,1951,6.3,,0,0,0,1,0,0,0
52513,Tokyo Fist,1995,7,,0,0,0,1,0,0,0
52514,Tokyo Girls,2000,6.6,,0,0,0,0,1,0,0
52515,Tokyo Godfathers,2003,7.6,PG-13,0,1,1,1,0,0,0
52516,Tokyo Joe,1949,5.8,,0,0,0,1,0,0,0
52517,Tokyo Mafia: Battle for Shinjuku,1996,5.3,,0,0,0,0,0,0,0
52518,Tokyo Noise,2002,5.3,,0,0,0,0,1,0,0
52519,Tokyo Rose,1946,6,,0,0,0,0,0,0,0
52520,Tokyo Skin,1996,7.8,,0,0,0,1,0,0,0
52521,Tokyo X Erotica,2001,7.1,,0,0,0,0,0,0,0
52522,Tokyo biyori,1997,6.9,,0,0,0,1,0,0,0
52523,Tokyo boshoku,1957,7.4,,0,0,0,1,0,0,0
52524,Tokyo gomi onna,2000,7.3,,0,0,0,0,0,0,0
52525,Tokyo monogatari,1953,8,,0,0,0,1,0,0,0
52526,Tokyo no onna,1933,7,,0,0,0,1,0,0,0
52527,Tokyo no yado,1935,8,,0,0,0,0,0,0,0
52528,Tokyo orimpikku,1965,8.1,,0,0,0,0,1,0,0
52529,Tokyo saiban,1983,6.7,,0,0,0,1,0,0,0
52530,Tokyo senso sengo hiwa,1970,6.2,,0,0,0,1,0,0,0
52531,Tokyo yakyoku,1997,2.8,,0,0,0,0,0,0,0
52532,Tokyo-Ga,1985,7.3,,0,0,0,0,1,0,0
52533,Tokyo.Sora,2002,7.2,,0,0,0,1,0,0,0
52534,Tol'able David,1921,7.4,,0,0,0,1,0,0,0
52535,Tolgo il disturbo,1990,5,,0,0,0,1,0,0,0
52536,"Toll Collector, The",2003,6.2,,0,1,0,0,0,0,1
52537,"Toll Gate, The",1920,6.9,,0,0,0,0,0,0,0
52538,"Toll of the Sea, The",1922,7.1,,0,0,0,1,0,1,0
52539,Tollbooth,1994,4.6,R,1,0,0,1,0,0,0
52540,"Tolle Bomberg, Der",1957,5.2,,0,0,1,0,0,0,0
52541,Tolle Lage,2000,7.3,,0,0,1,0,0,1,0
52542,Tolle Nacht,1957,8.8,,0,0,1,0,0,0,0
52543,"Tollen Tanten schlagen zu, Die",1971,1.9,,0,0,1,0,0,0,0
52544,Toller Hecht auf krummer Tour,1961,5.2,,0,0,1,1,0,0,0
52545,Tom,2002,7.6,,0,0,0,0,1,0,0
52546,Tom & Thomas,2002,7.1,,0,0,0,0,0,0,0
52547,Tom & Viv,1994,6.5,,0,0,0,1,0,0,0
52548,Tom Brown of Culver,1932,6.3,,0,0,0,1,0,0,0
52549,Tom Brown's School Days,1940,6.4,,0,0,0,1,0,0,0
52550,Tom Brown's Schooldays,1951,6.9,,0,0,0,1,0,0,0
52551,Tom Clay Jesus,2001,4.8,,0,0,0,0,0,0,1
52552,Tom Dick and Harry,1941,6.6,,0,0,1,0,0,1,0
52553,Tom Dowd & the Language of Music,2003,8.4,,0,0,0,0,1,0,0
52554,Tom Hits His Head,2003,6.6,,0,0,1,0,0,0,1
52555,Tom Horn,1980,6.4,,0,0,0,0,0,0,0
52556,Tom Jones,1963,7.2,,0,0,1,0,0,1,0
52557,"Tom Petty and the Heartbreakers: High Grass Dogs, Live from the Fillmore",1999,6.5,,0,0,0,0,0,0,0
52558,Tom Sawyer,1917,6,,0,0,1,1,0,0,1
52559,Tom Sawyer,1930,6.5,,0,0,0,0,0,0,0
52560,Tom Thumb In the Land of the Giants,1999,6.3,,0,0,0,0,0,0,1
52561,Tom Thumb in Trouble,1940,5.8,,0,1,0,1,0,0,1
52562,Tom Tom Tomcat,1953,6.7,,0,1,1,0,0,0,1
52563,Tom Turk and Daffy,1944,6.9,,0,1,1,0,0,0,1
52564,Tom Turkey and His Harmonica Humdingers,1940,7.3,,0,1,1,0,0,0,1
52565,Tom White,2004,6.7,,0,0,0,1,0,0,0
52566,Tom and Huck,1995,5.3,PG,0,0,0,0,0,0,0
52567,"Tom and Jerry Cartoon Kit, The",1962,4.8,,0,1,1,0,0,0,1
52568,Tom and Jerry in the Hollywood Bowl,1950,7.4,,0,1,1,0,0,0,1
52569,Tom and Jerry: The Movie,1992,3.9,,0,1,1,0,0,0,0
52570,Tom est tout seul,1995,5.7,,0,0,1,0,0,0,0
52571,Tom et Lola,1990,6.5,,0,0,0,0,0,0,0
52572,Tom's Midnight Garden,1999,6.8,,0,0,0,0,0,0,0
52573,Tom's Photo Finish,1957,5.9,,0,1,1,0,0,0,1
52574,Tom's Wife,2004,9.1,,0,0,0,1,0,0,0
52575,"Tom, Tom, the Piper's Son",1905,3.1,,0,0,1,0,0,0,1
52576,"Tom, Tom, the Piper's Son",1969,6.1,,0,0,0,0,0,0,0
52577,Tom-ic Energy,1965,4.4,,0,1,1,0,0,0,1
52578,"Toma de la embajada, La",2000,5.1,,0,0,0,1,0,0,0
52579,Tomahawk,1951,6.2,,0,0,0,0,0,0,0
52580,Tomahawk Trail,1957,4.6,,0,0,0,0,0,0,0
52581,"Tomb of Ligeia, The",1965,6.3,,0,0,0,0,0,0,0
52582,"Tomb, The",1986,3.1,,0,0,0,0,0,0,0
52583,"Tombales, Les",2002,7.7,,0,0,0,0,0,0,1
52584,"Tombeau d'Alexandre, Le",1992,7.4,,0,0,0,0,1,0,0
52585,Tomboy,1985,3.2,,0,0,1,0,0,0,0
52586,Tombstone,1993,7.4,R,1,0,0,1,0,0,0
52587,Tombstone Canyon,1932,4.9,,0,0,0,0,0,0,0
52588,"Tombstone, the Town Too Tough to Die",1942,7.1,,0,0,0,0,0,0,0
52589,Tomcat: Dangerous Desires,1993,2.9,,0,0,0,0,0,0,0
52590,Tomcats,2001,4.7,R,0,0,1,0,0,0,0
52591,Tomei ningen,1954,5.1,,0,0,0,0,0,0,0
52592,Tomer Ve-Hasrutim,2001,8.3,,0,0,0,0,1,0,0
52593,Tomie,1999,5.5,,0,0,0,0,0,0,0
52594,Tomie: Re-birth,2001,5.9,,0,0,0,0,0,0,0
52595,Tomie: Replay,2000,5.9,,0,0,0,0,0,0,0
52596,Tommy,1975,6.1,,0,0,0,1,0,0,0
52597,Tommy Boy,1995,6.5,PG-13,0,0,1,0,0,0,0
52598,"Tommy Steele Story, The",1957,3.7,,0,0,0,1,0,0,0
52599,Tommy Tricker and the Stamp Traveller,1988,6.4,,0,0,0,0,0,0,0
52600,Tommy the Toreador,1959,4.6,,0,0,1,0,0,0,0
52601,Tomo,2003,7.9,,0,0,0,0,0,0,1
52602,Tomorrow,1972,7.7,,0,0,0,1,0,0,0
52603,Tomorrow - ashita,1988,7,,0,0,0,0,0,0,0
52604,Tomorrow Is Another Day,1951,7.7,,0,0,0,1,0,0,0
52605,Tomorrow Is Forever,1946,7.3,,0,0,0,1,0,0,0
52606,Tomorrow La Scala!,2002,7.4,,0,0,1,0,0,0,0
52607,"Tomorrow Man, The",2001,4.7,,0,0,0,1,0,0,0
52608,Tomorrow Never Comes,1978,4.3,,0,0,0,1,0,0,0
52609,Tomorrow Never Dies,1997,6.4,PG-13,1,0,0,0,0,0,0
52610,Tomorrow Night,1998,7.3,,0,0,1,0,0,0,0
52611,Tomorrow We Live,1942,5.2,,1,0,0,1,0,0,0
52612,Tomorrow at Seven,1933,6,,0,0,0,0,0,0,0
52613,Tomorrow at Ten,1964,6.5,,0,0,0,0,0,0,0
52614,Tomorrow by Midnight,1999,5.6,,0,0,0,1,0,0,0
52615,Tomorrow's Children,1934,4.9,,0,0,0,1,0,0,0
52616,Tomorrow's Drivers,1954,4.1,,0,0,0,0,0,0,1
52617,Tomorrow's Memoir,2004,8.3,,0,0,0,1,0,0,1
52618,"Tomorrow, the World!",1944,6.7,,0,0,0,1,0,0,0
52619,Tompta Gudh,2002,7.3,,0,0,1,0,1,0,1
52620,Tomten,1941,5.7,,0,0,0,0,0,0,1
52621,Tonari no Totoro,1988,8.1,,0,1,0,0,0,0,0
52622,Tonespor,1983,6.4,,0,1,0,0,0,0,1
52623,"Tong Man, The",1919,6.5,,0,0,0,1,0,0,0
52624,Tong Tana - En resa till Borneos inre,1989,5.5,,0,0,0,0,1,0,0
52625,Tong hau goo si,1986,3.9,,1,0,0,0,0,0,0
52626,Tong nien wang shi,1985,8.1,,0,0,0,1,0,0,0
52627,Tongan Ninja,2002,6.4,,1,0,1,0,0,1,0
52628,Tongues Untied,1990,6.9,,0,0,0,0,1,0,0
52629,Tongues and Taxis,2000,5.1,,0,1,1,0,0,0,1
52630,Toni,1999,5.6,,0,0,0,0,0,0,0
52631,Tonight Is Ours,1933,7.9,,0,0,0,1,0,1,0
52632,Tonight We Raid Calais,1943,7.5,,0,0,0,0,0,0,0
52633,Tonight We Sing,1953,4.1,,0,0,0,0,0,0,0
52634,Tonight and Every Night,1945,6,,0,0,0,0,0,0,0
52635,Tonight for Sure,1962,2.5,,0,0,1,0,0,0,0
52636,Tonight or Never,1931,5.8,,0,0,1,0,0,0,0
52637,Tonino,2002,7.8,,0,0,0,1,0,0,1
52638,Tonite Let's All Make Love in London,1967,4.6,,0,0,0,0,1,0,0
52639,Tonka,1958,6.2,,0,0,0,0,0,0,0
52640,Tonka,1997,6.6,,0,0,0,0,0,0,0
52641,Tonka Sibenice,1930,6.7,,0,0,0,1,0,0,0
52642,"Tonnerre de Dieu, Le",1965,5.3,,0,0,1,1,0,0,0
52643,Tonny,1962,6.1,,0,0,0,0,0,0,0
52644,"Tonta del bote, La",1970,1.8,,0,0,1,0,0,0,0
52645,"Tonto Kid, The",1934,4.4,,0,0,0,0,0,0,0
52646,"Tontons flingueurs, Les",1963,7.5,,1,0,1,0,0,0,0
52647,Tony Arzenta,1973,6.5,,0,0,0,1,0,0,0
52648,"Tony Blair Witch Project, The",2000,1,,0,0,1,0,0,0,0
52649,Tony Rome,1967,6.3,,0,0,0,1,0,0,0
52650,Tony Takitani,2004,7.4,,0,0,0,1,0,0,0
52651,Tony de Peltrie,1985,6.8,,0,1,0,0,0,0,1
52652,Too Big for His Britches,1988,7.4,,0,0,0,0,0,0,0
52653,Too Hop to Handle,1956,6.5,,0,1,1,0,0,0,1
52654,Too Hot to Handle,1938,6.6,,0,0,1,1,0,1,0
52655,Too Hot to Handle,1960,6.8,,0,0,0,1,0,0,0
52656,Too Hot to Handle,1977,4.7,,1,0,0,1,0,0,0
52657,Too Late Blues,1961,6.6,,0,0,0,1,0,0,0
52658,Too Late for Tears,1949,7.3,,0,0,0,1,0,0,0
52659,Too Late the Hero,1970,6.7,,1,0,0,1,0,0,0
52660,Too Many Cooks,1931,6.1,,0,0,1,0,0,1,0
52661,Too Many Crooks,1959,6.2,,0,0,1,0,0,0,0
52662,Too Many Girls,1940,5.8,,0,0,1,0,0,0,0
52663,Too Many Husbands,1940,6.1,,0,0,1,0,0,0,0
52664,Too Many Parents,1936,6.2,,0,0,1,0,0,0,0
52665,Too Many Thieves,1966,4.7,,0,0,0,1,0,0,0
52666,Too Many Winners,1947,8.2,,0,0,0,1,0,0,0
52667,Too Much Flesh,2000,4.9,,0,0,0,1,0,0,0
52668,Too Much Harmony,1933,6.6,,0,0,1,0,0,0,0
52669,Too Much Oregano,1983,6.8,,0,0,0,0,0,0,1
52670,Too Much Sex,2000,5,,0,0,1,0,0,1,0
52671,Too Much Sun,1991,2.7,,0,0,1,0,0,0,0
52672,Too Much Too Often!,1968,1.5,,0,0,0,1,0,0,0
52673,"Too Much, Too Soon",1958,6.1,,0,0,0,1,0,0,0
52674,Too Naughty to Say No,1985,5.4,,0,0,0,0,0,0,0
52675,Too Outrageous!,1987,3.9,,0,0,1,1,0,0,0
52676,Too Scared to Scream,1985,3.7,,0,0,0,1,0,0,0
52677,Too Soon to Love,1960,5.3,,0,0,0,1,0,0,0
52678,Too Tired to Die,1998,5.5,,0,0,1,1,0,0,0
52679,Too Weak to Work,1943,6,,0,1,1,0,0,0,1
52680,Too Wise Wives,1921,5.3,,0,0,0,1,0,0,0
52681,Too Young to Kiss,1951,6.3,,0,0,1,0,0,1,0
52682,Tooi ashita,1979,8.2,,0,0,0,0,0,0,0
52683,Toolbox Murders,2003,5.1,R,0,0,0,0,0,0,0
52684,"Toolbox Murders, The",1978,4.3,,0,0,0,0,0,0,0
52685,Toomorrow,1970,6.7,,0,0,0,0,0,0,0
52686,Toonerville Trolley,1936,6.2,,0,1,1,0,0,0,1
52687,Toot Whistle Plunk and Boom,1953,8.1,,0,1,1,0,1,0,1
52688,Tooth,2004,4.3,,0,0,0,0,0,0,0
52689,Tooth Fairy,2001,3.3,,0,0,0,0,0,0,1
52690,Tooth Fairy,2004,6.5,,0,0,1,0,0,0,1
52691,"Tooth Will Out, The",1951,6.9,,0,0,1,0,0,0,1
52692,Toothpaste,2002,6.6,,0,0,1,0,0,0,1
52693,Tootsie,1982,7.5,,0,0,1,0,0,1,0
52694,Top Banana,1954,5.8,,0,0,1,0,0,1,0
52695,Top Cat and the Beverly Hills Cats,1987,4.1,,0,1,1,0,0,0,0
52696,Top Dog,1995,3.3,,1,0,1,0,0,0,0
52697,Top Flat,1935,7.7,,0,0,1,0,0,0,1
52698,Top Gun,1955,5.8,,0,0,0,0,0,0,0
52699,Top Gun,1986,6.5,,1,0,0,1,0,1,0
52700,Top Hat,1935,7.8,,0,0,1,0,0,1,0
52701,Top It Off,1990,3.6,,0,0,0,0,0,0,0
52702,Top Man,1943,5.8,,0,0,1,0,0,0,0
52703,Top Model,1988,3.9,,0,0,0,1,0,0,0
52704,Top Secret,1952,6,,0,0,1,0,0,0,0
52705,Top Secret Affair,1957,5.5,,0,0,1,0,0,0,0
52706,Top Secret!,1984,6.8,,0,0,1,0,0,0,0
52707,Top Sensation,1969,6.3,,0,0,0,0,0,0,0
52708,Top Speed,1930,6.4,,0,0,1,0,0,0,0
52709,Top o' the Morning,1949,6,,0,0,1,0,0,0,0
52710,"Top of His Head, The",1989,6.6,,0,0,0,0,0,0,0
52711,Top of the Food Chain,1999,5.9,PG-13,0,0,1,0,0,0,0
52712,Top of the Form,1953,4.7,,0,0,1,0,0,0,0
52713,Top of the Heap,1972,6.8,,0,0,0,1,0,0,0
52714,Top of the Town,1937,5.1,,0,0,1,0,0,0,0
52715,Top of the World,1993,3.6,,0,0,0,1,0,0,0
52716,Topa Topa Bluffs,2002,5.4,,0,0,0,0,0,0,0
52717,Topaz,1969,6.1,,0,0,0,1,0,0,0
52718,Topaze,1933,6.6,,0,0,1,1,0,0,0
52719,Topaze,1935,6.3,,0,0,1,1,0,0,0
52720,Topaze,1951,6.6,,0,0,1,0,0,0,0
52721,"Topeka Terror, The",1945,6.1,,0,0,0,0,0,0,0
52722,Topio stin omichli,1988,8.3,,0,0,0,1,0,0,0
52723,Topkapi,1964,7.1,,0,0,1,0,0,0,0
52724,Topless Women Talk About Their Lives,1997,6.4,,0,0,1,1,0,0,0
52725,Toplo,1978,7.7,,0,0,1,0,0,0,0
52726,Topo Galileo,1987,6.2,,0,0,1,0,0,0,0
52727,"Topo y el hada, El",1998,8.4,,0,0,0,0,0,0,1
52728,"Topo, El",1970,7.3,,0,0,0,0,0,0,0
52729,Topper,1937,7.4,,0,0,1,0,0,1,0
52730,Topper Returns,1941,7,,0,0,1,0,0,1,0
52731,Topper Takes a Trip,1939,7,,0,0,1,0,0,1,0
52732,Tops & Bottoms,1999,3.3,,0,0,0,0,1,0,0
52733,Tops in the Big Top,1945,5.9,,0,1,1,0,0,0,1
52734,Topsy-Turvy,1999,7.4,R,0,0,1,1,0,0,0
52735,Tora no o wo fumu otokotachi,1945,6.9,,0,0,0,1,0,0,0
52736,Tora! Tora! Tora!,1970,7.4,,1,0,0,1,0,0,0
52737,Toraoji annun haebyong,1963,3.6,,0,0,0,1,0,0,0
52738,Torapia,2004,3.7,,0,0,1,0,0,0,0
52739,Torch Singer,1933,6.7,,0,0,0,1,0,0,0
52740,Torch Song,1953,5.5,,0,0,0,0,0,1,0
52741,Torch Song Trilogy,1988,6.9,,0,0,1,1,0,0,0
52742,"Torch, The",1950,4.5,,0,0,0,1,0,0,0
52743,Torchlight,1984,3.4,,0,0,0,1,0,0,0
52744,Torchy Blane in Chinatown,1939,5.9,,0,0,0,0,0,0,0
52745,Torchy Blane in Panama,1938,5.7,,0,0,1,0,0,0,0
52746,Torchy Gets Her Man,1938,6.1,,0,0,0,0,0,0,0
52747,Torchy Plays with Dynamite,1939,6.6,,0,0,0,0,0,0,0
52748,Torchy Runs for Mayor,1939,6.8,,0,0,0,0,0,0,0
52749,Torero,1956,4.7,,0,0,0,1,1,0,0
52750,Toreros,2000,4.3,,0,0,0,1,0,0,0
52751,Tori Amos: The Complete Videos 1991-1998,1998,8.3,,0,0,0,0,0,0,0
52752,Torino nera,1972,4.6,,0,0,0,1,0,0,0
52753,Torino violenta,1978,3.8,,0,0,0,1,0,0,0
52754,Torment,1986,3.3,,0,0,0,0,0,0,0
52755,Tormented,1960,3.9,,0,0,0,0,0,0,0
52756,Tormento,1974,5.3,,0,0,0,0,0,0,0
52757,"Tormentors, The",1971,3.7,,0,0,0,1,0,0,0
52758,Torn Allegiance,1984,5.1,,0,0,0,1,0,0,0
52759,Torn Apart,2004,2.5,,0,0,0,1,0,0,0
52760,Torn Curtain,1966,6.5,,0,0,0,0,0,0,0
52761,"Torn Page of Glory, A",1968,2.5,,0,0,0,0,0,0,0
52762,Tornado,1983,4.6,,1,0,0,0,0,0,0
52763,Tornado Range,1948,6.3,,0,0,0,0,0,0,0
52764,Tornando a casa,2001,6.4,,0,0,0,1,0,0,0
52765,Toro,2000,6.4,,0,0,0,1,0,0,0
52766,Toro Pink,1979,5.8,,0,1,0,0,0,0,1
52767,"Toro, Il",1994,6,,0,0,0,1,0,0,0
52768,Torowisko,1999,5.2,,0,0,0,1,0,0,0
52769,Torpedo Alley,1953,5.7,,0,0,0,1,0,0,0
52770,Torpedo Run,1958,6.4,,0,0,0,1,0,0,0
52771,Torpedo Squadron,1942,1.2,,0,0,0,0,1,0,1
52772,Torpedonostsy,1983,7.3,,0,0,0,0,0,0,0
52773,Torque,2004,3.2,PG-13,1,0,0,0,0,0,0
52774,Torrance Rises,1999,5.9,,0,0,1,0,0,0,1
52775,"Torre de los siete jorobados, La",1944,7.9,,0,0,0,0,0,0,0
52776,Torremolinos 73,2003,6.6,,0,0,1,0,0,0,0
52777,Torrent,1926,7.2,,0,0,0,1,0,1,0
52778,"Torrente, el brazo tonto de la ley",1998,6.5,,1,0,1,0,0,0,0
52779,Torrents of Spring,1989,4.9,,0,0,0,1,0,1,0
52780,Torrid House,1989,5.7,,0,0,0,0,0,0,0
52781,Torrid Without a Cause 2,1990,6,,0,0,0,0,0,0,0
52782,Torrid Zone,1940,6.9,,0,0,1,0,0,0,0
52783,Tortilla Flaps,1958,6.6,,0,1,1,0,0,0,1
52784,Tortilla Flat,1942,6.5,,0,0,1,1,0,0,0
52785,Tortilla Soup,2001,5.9,PG-13,0,0,1,1,0,1,0
52786,Tortoise Beats Hare,1941,7.6,,0,1,1,0,0,0,1
52787,Tortoise Wins by a Hare,1943,7.4,,0,1,1,0,0,0,1
52788,"Tortoise and the Hare, The",1934,7.2,,0,1,1,0,0,0,1
52789,"Tortue sur le dos, La",1978,6.9,,0,0,1,1,0,0,0
52790,Torture Dungeon,1970,2.1,,0,0,0,1,0,0,0
52791,Torture Garden,1967,5.8,,0,0,0,0,0,0,0
52792,Torture Money,1937,6.4,,0,0,0,0,0,0,1
52793,Torture Ship,1939,4.2,,0,0,0,0,0,0,0
52794,Tortured Females,1965,4,,0,0,0,0,0,0,0
52795,Tosca,1941,5,,0,0,0,1,0,0,0
52796,Tosca,1956,9.9,,0,0,0,1,0,1,0
52797,Tosca,2001,7.9,,0,0,0,1,0,0,0
52798,"Tosca, La",1973,5.7,,0,0,0,1,0,0,0
52799,"Tosca, La",1976,7.5,,0,0,0,1,0,0,0
52800,"Tossede paradis, Det",1962,6.5,,0,0,1,0,0,0,0
52801,Tot Watchers,1958,5.2,,0,1,1,0,0,0,1
52802,Tot ziens,1995,6.6,,0,0,0,0,0,0,0
52803,Total Balalaika Show,1994,6.1,,0,0,0,0,1,0,0
52804,Total Eclipse,1995,5.8,R,0,0,0,1,0,0,0
52805,Total Kheops,2002,5.2,,0,0,0,0,0,0,0
52806,Total Loss,2000,6.2,,0,0,0,1,0,0,0
52807,Total Reality,1997,4,R,1,0,0,0,0,0,0
52808,Total Recall,1990,7.2,,1,0,0,0,0,0,0
52809,Total western,2000,6.4,,1,0,0,1,0,0,0
52810,"Totale Therapie, Die",1996,7.1,,0,0,0,0,0,0,0
52811,"Totale!, La",1991,6.3,,0,0,1,0,0,0,0
52812,Totally Blonde,2001,3.6,PG-13,0,0,1,0,0,0,0
52813,Totally Confused,1998,4.8,,0,0,1,0,0,0,0
52814,Totally F***ed Up,1993,5.5,,0,0,0,1,0,0,0
52815,"Tote Taucher im Wald, Der",2000,7.7,,0,0,1,0,0,0,0
52816,"Tote aus der Themse, Die",1971,5,,0,0,0,0,0,0,0
52817,Totem: The Return of the G'psgolox Pole,2003,4.1,,0,0,0,0,1,0,0
52818,"Toten Augen von London, Die",1961,5.8,,0,0,0,0,0,0,0
52819,"Totenschiff, Das",1959,7.1,,0,0,0,0,0,0,0
52820,"Totenschmecker, Die",1979,2.1,,0,0,0,0,0,0,0
52821,"Toter hing im Netz, Ein",1960,1.9,,0,0,0,1,0,0,0
52822,"Totmacher, Der",1995,7.5,,0,0,0,1,0,0,0
52823,Toto,1933,5.6,,0,0,0,0,0,0,0
52824,"Totoong buhay ni Pacita M., Ang",1991,9.1,,0,0,0,1,0,0,0
52825,Tototruffa '62,1961,7.5,,0,0,1,0,0,0,0
52826,Totul pentru fotbal,1978,9.2,,0,0,1,0,0,0,0
52827,Tou bun no hoi,1982,7.8,,0,0,0,1,0,0,0
52828,"Toubib, Le",1979,5.3,,0,0,0,1,0,0,0
52829,Touch & Go,2003,5.5,,0,0,1,0,0,0,0
52830,Touch Base,1994,7.1,,0,0,0,0,0,0,1
52831,Touch Me,1993,3.2,,0,0,0,0,0,0,1
52832,Touch Me,1997,5.6,,0,0,0,1,0,1,0
52833,Touch and Die,1991,3.4,,0,0,0,0,0,0,0
52834,Touch and Go,1955,5,,0,0,1,0,0,0,0
52835,Touch and Go,1980,5.4,,0,0,1,0,0,0,0
52836,Touch and Go,1986,5.1,,0,0,1,0,0,0,0
52837,"Touch of Class, A",1973,6.3,,0,0,1,0,0,0,0
52838,Touch of Evil,1958,8.4,,0,0,0,0,0,0,0
52839,"Touch of Flesh, The",1960,5.4,,0,0,0,1,0,0,0
52840,"Touch of Greatness, A",1964,1,,0,0,0,0,0,0,1
52841,"Touch of Her Flesh, The",1967,4.8,,0,0,0,0,0,0,0
52842,"Touch of Larceny, A",1959,6.6,,0,0,1,0,0,0,0
52843,"Touch of Love, A",1969,6.7,,0,0,0,1,0,0,0
52844,Touch of Pink,2004,6.8,R,0,0,1,1,0,1,0
52845,"Touch of Satan, The",1974,1.8,,0,0,0,0,0,0,0
52846,"Touch of Sweden, A",1971,4.7,,0,0,0,0,0,0,0
52847,"Touch of the Sun, A",1979,2.2,,0,0,1,0,0,0,0
52848,Touch the Sound,2004,6.7,,0,0,0,0,1,0,0
52849,"Touch, The",2002,4.5,PG-13,1,0,0,0,0,1,0
52850,"Touchables, The",1968,4.6,,0,0,0,1,0,0,0
52851,Touchdown Mickey,1932,6.3,,0,1,1,0,0,0,1
52852,Touched,1983,4.3,,0,0,0,1,0,1,0
52853,Touched,1999,4.3,,0,0,0,1,0,1,0
52854,Touched by Love,1980,5.2,,0,0,0,1,0,0,0
52855,Touchez pas au grisbi,1954,7.6,,0,0,0,1,0,0,0
52856,Touching Wild Horses,2002,6,PG,0,0,0,1,0,0,0
52857,Touching the Void,2003,8.1,R,0,0,0,1,1,0,0
52858,Tough Assignment,1949,7,,0,0,0,1,0,0,0
52859,Tough Enough,1983,4.8,,0,0,0,1,0,0,0
52860,Tough Guy,1936,5.3,,0,0,0,1,0,0,0
52861,Tough Guys,1986,5.7,,0,0,1,0,0,0,0
52862,Tough Guys Don't Dance,1987,4.8,,1,0,0,1,0,0,0
52863,Tough Luck,2003,5.9,R,0,0,0,0,0,0,0
52864,"Tough Winter, A",1930,7.2,,0,0,1,0,0,0,1
52865,Toughest Gun in Tombstone,1958,4.8,,0,0,0,0,0,0,0
52866,Toughest Man in Arizona,1952,4.1,,0,0,0,0,0,0,0
52867,Touki Bouki,1973,5.7,,0,0,0,1,0,0,0
52868,Tour Eiffel,1994,7.9,,0,0,1,0,0,0,1
52869,"Tour Montparnasse infernale, La",2001,4.8,,0,0,1,0,0,0,0
52870,Tour de France,1994,7.2,,0,0,0,0,0,0,1
52871,"Tour de Nesle, La",1955,4.7,,0,0,0,0,0,0,0
52872,"Tour, La",1928,7.1,,0,0,0,0,1,0,1
52873,Tourfilm,1990,8.3,,0,0,0,0,0,0,0
52874,Tourist Trap,1979,5,,0,0,0,0,0,0,0
52875,Tourist Trap,1984,3.7,,1,0,0,0,0,0,0
52876,Tous les I de Paris s'illuminent,1999,5.7,,0,1,0,0,0,0,1
52877,Tous les matins du monde,1991,7.2,,0,0,0,1,0,1,0
52878,Tout baigne!,1999,5.6,,0,0,1,0,0,0,0
52879,Tout droit jusqu'au matin,1994,7.5,,0,0,0,0,0,0,1
52880,"Tout feu, tout flamme",1982,6.2,,1,0,1,1,0,0,0
52881,Tout l'or du monde,1961,6.2,,0,0,1,0,0,0,0
52882,Tout le monde il en a deux,1974,4.2,,0,0,0,0,0,0,0
52883,Tout le monde n'a pas eu la chance d'avoir des parents communistes,1993,6,,0,0,1,0,0,0,0
52884,Tout le plaisir est pour moi,2004,5.2,,0,0,1,0,0,0,0
52885,Tout n'est pas en noir,1996,6.6,,0,0,0,0,0,0,1
52886,Tout pour l'oseille,2004,3.6,,0,0,1,0,0,0,0
52887,Tout pour plaire,2005,6.4,,0,0,1,0,0,0,0
52888,Tout rien,1980,7.5,,0,1,0,0,0,0,1
52889,Tout un hiver sans feu,2004,6.4,,0,0,0,1,0,0,0
52890,Tout va bien,1972,6.4,,0,0,0,1,0,0,0
52891,"Tout va bien, on s'en va",2000,7,,0,0,0,1,0,0,0
52892,Toute une nuit,1982,6,,0,0,0,1,0,0,0
52893,Toute une vie,1974,7.6,,0,0,0,1,0,1,0
52894,Toutes ces belles promesses,2003,6.1,,0,0,0,1,0,0,0
52895,Toutes les filles sont folles,2003,5.2,,0,0,1,0,0,0,0
52896,Toutes les nuits,2001,8.5,,0,0,0,1,0,0,0
52897,Toutes peines confondues,1992,6.2,,0,0,0,1,0,0,0
52898,"Touvla, Ta",1985,5.3,,0,0,1,0,0,0,0
52899,Tovarich,1937,7.2,,0,0,1,0,0,0,0
52900,Toward the Unknown,1956,6,,0,0,0,1,0,0,0
52901,Towed in a Hole,1932,8,,0,0,1,0,0,0,1
52902,"Tower of Babble, The",2002,6.3,,0,0,0,0,0,0,1
52903,Tower of Evil,1972,4.3,,0,0,0,0,0,0,0
52904,Tower of London,1939,6.6,,0,0,0,1,0,0,0
52905,Tower of London,1962,5.5,,0,0,0,1,0,0,0
52906,Tower of Terror,1941,6.2,,0,0,0,0,0,0,0
52907,"Towering Inferno, The",1974,6.4,,1,0,0,1,0,0,0
52908,Towers Open Fire,1963,6.8,,0,0,0,0,0,0,1
52909,Town & Country,2001,4.5,R,0,0,1,0,0,0,0
52910,Town Bloody Hall,1979,6.4,,0,0,0,0,1,0,0
52911,"Town Called Hell, A",1971,3.9,,1,0,0,1,0,0,0
